Age,Education,Marital Status,Parental Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total Promo,NumWebVisitsMonth,cluster
48,2,1,1,1,30631.0,70,4607,75,15,6,20,4,5,20,3,1,2,1,0,7,0
70,2,1,0,0,75278.0,930,4771,17,304,98,230,150,74,74,6,3,13,1,0,3,1
66,3,1,1,2,50898.0,859,4792,88,285,28,242,55,114,135,6,2,12,13,0,5,2
56,2,0,0,0,79946.0,1478,4303,19,395,183,565,166,141,28,5,11,5,1,0,3,1
73,3,0,0,0,35416.0,390,4636,62,248,3,81,4,3,51,7,1,5,3,0,8,2
38,1,1,0,0,32414.0,52,4615,11,20,6,5,0,9,12,1,0,3,1,1,7,0
53,2,1,1,1,38361.0,137,4439,74,39,0,56,20,8,14,3,1,3,3,0,7,0
42,2,1,0,0,82497.0,1919,4861,32,777,129,573,216,21,203,2,7,9,1,1,4,1
51,2,1,1,2,16626.0,68,4420,76,8,3,22,21,1,13,3,0,3,3,0,9,0
57,2,1,1,2,29672.0,25,4729,6,9,1,3,0,4,8,0,0,3,1,0,6,0
70,3,1,1,1,55951.0,1374,4930,62,1241,0,80,0,13,40,3,6,11,3,2,8,2
34,1,0,1,1,35388.0,32,4734,20,6,4,7,4,3,8,1,0,3,1,0,7,0
36,3,1,1,1,42386.0,100,4787,43,65,4,16,0,4,11,3,0,3,1,0,8,0
40,2,0,0,0,68627.0,825,4788,45,395,15,263,60,54,38,2,3,6,1,0,1,1
57,4,0,1,1,57912.0,916,4359,34,801,0,80,0,0,35,8,3,12,5,1,5,2
64,2,0,1,2,35246.0,62,4329,53,36,0,12,2,2,10,3,1,3,4,0,5,0
66,1,1,1,1,58821.0,728,4515,44,513,14,154,19,0,28,9,2,9,1,0,6,2
44,4,1,1,1,46377.0,90,4375,89,37,0,46,4,3,0,2,1,3,1,0,4,0
34,2,0,1,1,39747.0,273,4332,43,80,15,93,20,13,52,5,1,4,3,0,8,0
38,2,1,1,1,23976.0,66,4439,68,14,1,21,2,3,25,3,1,3,3,0,7,0
61,3,1,0,0,80950.0,1213,4713,44,525,147,112,219,147,63,6,7,9,1,1,2,1
56,2,0,0,0,27038.0,107,4904,64,1,26,25,17,23,15,3,0,3,1,0,9,0
75,2,0,0,0,77457.0,1157,4371,85,675,11,400,15,45,11,2,5,10,1,1,1,1
58,3,1,1,1,64100.0,546,4547,93,509,0,27,0,0,10,8,3,6,1,1,7,2
30,3,1,0,0,42670.0,241,4683,12,154,2,46,20,4,15,4,2,4,1,0,4,1
46,2,0,1,1,12571.0,53,4417,86,3,5,14,2,12,17,3,1,3,4,0,6,0
55,2,1,1,3,22574.0,37,4499,28,25,0,8,2,0,2,2,0,3,2,0,7,0
33,2,1,0,0,51381.5,1611,4646,69,861,138,461,60,30,61,6,5,12,1,2,3,1
46,3,0,0,0,70893.0,1508,4763,42,768,44,561,77,44,14,6,6,10,1,0,3,1
56,2,1,1,2,54198.0,235,4449,13,185,0,28,3,2,17,3,1,6,6,0,4,2
66,3,1,1,2,28839.0,32,4365,86,24,0,7,0,0,1,2,0,3,2,0,5,0
50,2,1,1,2,40321.0,102,4590,59,44,4,21,6,0,27,3,0,3,2,0,7,0
37,2,0,1,1,66503.0,401,4939,30,91,64,128,65,3,50,4,3,6,2,0,3,2
71,2,1,1,2,30833.0,28,4603,33,11,0,7,3,1,6,1,0,3,2,0,5,0
52,2,0,1,3,51381.5,1052,4565,67,738,20,172,52,50,20,2,3,10,6,2,7,2
51,2,1,1,1,64795.0,680,4783,23,412,5,119,38,29,77,3,3,12,3,0,2,2
48,2,1,1,1,34421.0,30,4618,81,3,3,7,6,2,9,1,0,2,1,0,7,0
57,4,0,1,2,47025.0,20,4395,6,16,0,3,0,0,1,1,0,2,1,0,7,0
61,4,0,1,1,64325.0,1307,4762,41,731,60,353,78,12,73,10,3,5,5,0,7,2
69,2,0,1,1,40464.0,630,4789,78,424,17,118,7,23,41,8,2,8,6,0,8,2
65,2,1,0,0,62187.0,1283,4614,49,792,0,275,45,45,126,4,8,5,1,0,3,1
46,4,0,1,1,14849.0,65,4617,39,21,2,28,3,2,9,2,0,4,3,0,8,0
38,2,1,1,1,27255.0,37,4489,3,22,1,11,0,1,2,1,0,3,1,0,7,0
72,4,1,1,3,54432.0,38,4671,37,33,0,5,0,0,0,1,0,3,1,0,4,0
36,4,0,1,1,29999.0,160,4756,22,68,7,59,10,5,11,3,1,4,4,0,8,0
39,2,0,1,1,24072.0,23,4694,79,9,1,6,3,0,4,1,0,2,1,0,8,0
33,4,0,0,0,33996.0,71,4546,46,40,2,15,8,0,6,1,1,3,1,0,4,0
66,4,1,1,1,66334.0,1161,4707,82,909,11,218,0,0,23,9,3,5,2,0,5,2
51,3,1,1,1,35178.0,59,4790,10,23,1,13,2,2,18,1,1,2,1,1,7,0
39,2,1,1,1,22010.0,33,4619,51,11,2,9,3,0,8,2,0,3,2,0,8,0
62,2,0,1,2,62204.0,946,4910,38,317,46,247,151,46,139,4,5,12,1,0,3,2
54,2,0,0,0,75693.0,1442,4825,10,797,153,293,72,97,30,11,4,6,1,3,4,1
50,2,1,1,1,30675.0,62,4849,14,10,2,16,11,2,21,1,0,3,1,0,8,0
57,2,1,0,0,83003.0,1674,4738,18,856,61,570,40,25,122,7,6,8,1,1,3,1
123,4,1,0,0,83532.0,1853,4531,36,755,144,562,104,64,224,4,6,4,1,1,1,1
34,2,0,0,0,68655.0,1538,4943,95,456,19,832,75,118,38,4,5,11,1,0,3,1
36,2,0,0,0,41411.0,139,4459,11,37,32,38,11,3,18,2,1,4,1,0,6,0
53,4,1,1,1,55212.0,1182,4838,65,1103,0,45,0,0,34,4,2,11,3,2,8,2
72,4,1,1,1,59292.0,507,4636,71,378,14,68,19,14,14,3,5,8,2,0,3,2
49,0,1,1,1,27190.0,18,4573,13,1,6,7,0,1,3,1,0,2,1,1,8,0
70,2,0,0,0,82623.0,940,4486,58,204,34,204,172,153,173,2,9,4,1,0,1,1
57,2,1,1,2,44300.0,42,4626,65,30,0,9,0,0,3,1,0,3,2,0,6,0
52,2,0,0,0,84835.0,1190,4268,0,189,104,379,111,189,218,4,4,6,1,0,1,1
51,2,0,1,2,30372.0,44,4806,33,15,0,12,7,3,7,2,0,3,3,0,7,0
46,3,1,1,1,33181.0,16,4432,90,9,0,3,0,0,4,1,0,2,1,1,6,0
65,2,1,1,1,71113.0,835,4449,95,495,33,255,11,33,8,6,7,9,4,0,4,2
36,2,1,1,1,71952.0,1443,4790,93,656,80,455,52,107,93,8,4,8,2,2,4,2
56,4,0,0,0,69759.0,1029,4499,38,452,20,514,13,30,0,4,6,5,3,0,3,1
48,2,1,0,0,72099.0,1188,4865,18,546,91,410,119,0,22,3,4,10,1,0,1,1
46,4,0,1,1,60000.0,1277,4809,57,1048,0,217,0,0,12,11,3,5,5,0,6,2
44,2,0,1,2,38643.0,49,4467,45,22,2,14,0,1,10,2,0,3,2,0,7,0
67,2,1,1,1,50737.0,99,4669,61,78,0,11,0,0,10,2,0,4,1,1,6,0
53,4,1,0,0,68462.0,1670,4819,6,561,64,785,84,128,48,3,3,8,1,0,1,1
79,3,1,0,0,65073.0,900,4568,65,629,17,177,69,0,8,5,3,5,1,0,2,1
74,4,1,1,2,46681.0,425,4519,52,269,15,69,15,19,38,4,6,4,2,0,5,2
65,2,1,0,0,78618.0,2153,4894,87,736,163,818,212,163,61,4,7,10,1,1,2,1
53,4,0,1,1,62187.0,636,4354,38,512,0,83,0,0,41,6,2,10,3,0,4,2
44,2,1,1,2,28442.0,57,4380,53,19,3,10,11,8,6,2,1,4,3,0,4,0
44,4,1,1,1,37717.0,25,4838,31,9,0,6,4,1,5,1,0,2,1,0,9,0
55,2,1,1,2,51479.0,494,4803,67,247,8,160,6,8,65,6,3,6,7,0,7,2
53,2,0,1,1,54803.0,693,4932,65,404,0,92,28,27,142,6,2,9,2,0,4,2
62,2,1,0,0,79530.0,1348,4663,64,333,0,815,129,42,29,4,10,11,1,0,2,1
46,2,0,1,1,31615.0,51,4725,82,2,3,20,6,11,9,2,0,3,2,0,7,0
60,2,1,0,0,72025.0,1932,4844,27,833,33,549,151,133,233,4,3,8,1,0,3,1
47,4,0,1,1,52614.0,990,4830,63,789,0,142,12,9,38,2,4,8,2,0,8,2
38,1,1,1,1,35684.0,30,4323,66,10,4,7,0,6,3,1,0,3,1,0,6,0
47,2,1,1,2,48178.0,254,4864,69,159,4,45,6,2,38,5,1,4,6,0,8,2
52,3,0,1,1,29548.0,29,4559,52,7,1,6,3,1,11,1,1,2,1,1,4,0
56,2,0,1,1,63810.0,1371,4850,45,977,12,253,16,12,101,4,3,12,4,1,8,2
50,4,0,1,2,38578.0,73,4627,2,38,4,22,3,3,3,3,0,3,3,0,8,0
47,3,0,1,2,46098.0,120,4935,86,57,0,27,0,0,36,3,2,2,4,0,8,0
52,2,0,0,0,22585.0,81,4723,23,3,9,15,13,2,39,1,1,2,1,1,9,0
33,2,0,1,1,30279.0,37,4801,13,10,4,14,4,4,1,1,0,3,1,0,8,0
61,4,1,1,1,66426.0,1377,4525,14,1043,24,97,32,24,157,3,5,10,2,0,6,2
53,2,0,1,1,30822.0,51,4635,92,3,9,13,2,12,12,1,0,3,1,0,7,0
53,4,1,1,2,33581.0,17,4792,38,11,0,5,0,0,1,1,0,2,1,0,8,0
37,2,1,1,1,19986.0,22,4482,74,3,6,5,0,2,6,0,0,3,1,0,7,0
68,2,0,0,0,27421.0,324,4819,14,43,12,96,78,40,55,4,1,6,3,0,7,0
49,1,1,1,3,35688.0,211,4931,94,73,3,90,12,1,32,4,1,4,7,0,8,2
41,3,0,1,1,36143.0,19,4346,33,12,0,1,0,0,6,0,1,2,1,0,3,0
51,2,0,1,1,10245.0,41,4665,32,4,7,7,6,4,13,1,2,2,3,0,5,0
54,3,1,1,1,43795.0,492,4511,11,314,11,53,4,3,107,7,3,4,3,1,7,2
62,2,1,1,1,63381.0,1005,4887,78,571,50,142,33,50,159,4,5,13,4,0,2,2
73,2,1,1,1,38823.0,114,4923,56,70,0,11,2,8,23,2,1,3,1,0,6,0
54,4,0,1,2,83664.0,1173,4672,57,866,21,151,28,21,86,2,2,12,3,0,5,2
43,2,1,0,0,90300.0,1738,4432,7,594,134,786,33,134,57,5,6,8,0,1,1,1
43,3,1,1,1,62499.0,222,4457,0,140,4,61,0,13,4,3,1,6,2,0,4,0
29,2,0,0,0,74293.0,1127,4311,66,375,152,335,93,91,81,5,4,6,1,0,2,1
76,4,1,0,0,51012.0,209,4692,86,102,9,63,2,9,24,4,1,4,1,0,6,0
54,3,1,1,1,70777.0,787,4379,80,554,35,113,0,7,78,5,3,12,3,0,3,2
31,4,1,0,0,68682.0,1598,4521,56,919,0,505,99,30,45,4,9,10,1,0,2,1
51,2,1,1,2,43824.0,186,4907,18,96,1,42,12,3,32,3,1,4,4,0,8,0
38,2,1,1,1,15345.0,47,4922,51,5,2,16,3,2,19,1,1,2,2,0,8,0
35,2,0,1,1,23442.0,27,4807,71,2,0,6,8,6,5,1,0,3,1,0,7,0
42,1,1,1,1,14515.0,96,4852,71,6,4,9,6,36,35,2,2,3,4,0,7,0
66,1,0,1,2,31395.0,64,4718,80,23,1,25,0,8,7,2,1,3,4,0,6,0
57,2,1,0,0,75276.0,1040,4895,2,610,105,125,137,42,21,9,4,9,1,0,5,1
48,2,0,1,2,42373.0,163,4573,83,67,5,61,3,8,19,2,1,5,5,0,5,0
62,2,1,0,0,30507.0,343,4730,29,65,36,74,38,20,110,5,1,4,1,0,7,0
67,4,0,1,3,55521.0,446,4505,11,416,0,26,0,0,4,6,3,6,9,1,7,2
57,2,1,1,2,48006.0,41,4275,55,23,0,11,3,2,2,1,0,3,1,0,6,0
50,4,0,1,1,27213.0,70,4923,19,19,3,26,10,9,3,2,0,4,3,0,8,0
51,4,0,1,2,65808.0,272,4285,1,155,7,80,13,7,10,5,1,5,3,0,6,0
48,4,1,1,1,30351.0,46,4643,19,14,0,24,3,3,2,3,0,2,1,0,9,0
59,2,1,1,2,50437.0,490,4875,28,370,9,92,6,9,4,7,1,8,3,0,7,2
40,1,0,1,1,23616.0,79,4844,76,4,22,11,3,7,32,3,0,3,2,0,8,0
46,2,1,1,1,53858.0,915,4852,50,407,53,221,58,150,26,4,3,6,4,0,4,2
67,4,1,1,1,66465.0,1485,4711,1,1200,0,204,38,29,14,11,9,12,3,1,6,2
35,2,0,1,1,46923.0,369,4931,90,85,44,54,102,78,6,5,1,7,3,0,7,2
60,2,1,1,1,75072.0,1073,4777,83,583,34,309,0,22,125,5,4,8,2,0,3,2
79,4,1,0,0,75865.0,1242,4345,73,483,0,591,156,0,12,3,5,10,1,0,1,1
47,1,1,1,1,19789.0,78,4476,24,2,5,9,28,6,28,2,1,3,3,1,5,0
28,2,1,0,0,80134.0,1378,4390,11,966,26,282,52,26,26,2,7,11,1,4,5,1
41,2,0,0,0,91065.0,1474,4747,33,822,114,108,179,137,114,7,9,9,1,2,3,1
51,3,1,1,2,49505.0,751,4736,4,604,0,100,19,0,28,10,2,8,9,0,8,2
49,4,1,1,1,37401.0,48,4309,14,19,3,19,3,1,3,2,0,3,2,0,7,0
39,2,1,1,1,30096.0,45,4293,30,5,3,11,12,5,9,2,0,3,1,0,6,0
40,3,1,1,1,18492.0,10,4279,75,2,2,2,2,1,1,1,0,2,1,0,8,0
48,3,1,0,0,82584.0,1435,4645,26,1076,68,103,29,91,68,3,4,8,1,2,1,1
81,4,1,0,0,93027.0,2119,4697,77,1285,42,716,55,0,21,7,10,5,0,1,2,1
69,2,1,1,3,48686.0,20,4462,8,10,0,7,2,0,1,1,0,2,1,0,8,0
36,2,1,0,0,92910.0,1795,4321,42,551,137,792,179,103,33,6,7,13,1,3,1,1
33,2,1,1,1,75433.0,1188,4340,28,800,0,297,0,34,57,2,5,10,2,2,6,1
33,1,1,1,1,10404.0,43,4311,52,2,2,11,10,6,12,1,0,4,2,0,5,0
54,2,1,1,1,61314.0,1008,4685,1,378,0,189,97,172,172,5,5,12,2,0,3,2
61,4,0,0,0,84865.0,1688,4671,1,1248,16,349,43,16,16,2,4,9,1,4,4,1
33,2,1,1,1,42387.0,684,4863,42,235,0,235,19,4,191,8,1,7,5,0,8,2
55,1,1,1,2,67309.0,1082,4777,76,515,47,181,149,95,95,9,6,9,15,0,7,2
58,2,1,1,1,75236.0,1068,4471,27,438,66,400,12,38,114,8,3,13,1,0,4,2
52,2,0,1,1,30015.0,57,4402,28,25,0,22,2,3,5,1,0,4,2,0,5,0
66,3,1,1,1,50943.0,46,4628,49,31,0,7,2,0,6,1,0,3,1,0,5,0
56,2,0,1,1,67272.0,733,4445,12,357,35,271,28,28,14,6,2,12,3,0,5,2
73,3,0,1,1,51529.0,467,4550,14,400,4,35,6,0,22,9,1,5,2,0,8,2
51,4,1,1,1,32011.0,122,4566,89,99,0,15,2,1,5,2,1,4,3,0,7,0
36,1,1,1,1,7500.0,36,4762,96,1,11,5,4,6,9,2,0,3,2,0,8,0
33,2,1,1,1,28691.0,34,4615,56,5,4,13,8,0,4,1,0,3,1,0,8,0
74,4,1,1,1,56223.0,156,4446,72,77,28,31,16,0,4,2,1,5,2,0,4,0
76,2,1,0,0,18100.0,14,4582,14,3,1,2,4,3,1,0,0,3,1,0,5,0
33,2,0,1,1,30279.0,37,4801,13,10,4,14,4,4,1,1,0,3,1,0,8,0
48,1,1,0,0,20130.0,34,4359,99,0,6,3,7,6,12,1,0,3,1,0,8,0
63,2,0,0,0,23295.0,20,4606,72,0,0,1,2,12,5,1,0,2,1,0,8,0
50,3,0,1,1,42618.0,192,4518,92,76,14,74,13,5,10,5,0,4,2,0,8,0
58,2,0,0,0,81246.0,1379,4437,87,398,190,537,61,156,37,4,5,7,1,2,1,1
46,2,1,1,1,24027.0,48,4640,7,14,7,11,11,0,5,2,0,3,2,0,8,0
69,4,1,1,1,55707.0,428,4444,91,208,7,82,30,66,35,3,2,9,2,0,3,2
67,2,0,1,1,57959.0,868,4678,71,430,16,322,43,24,33,4,7,11,5,0,3,2
53,2,1,1,1,56796.0,1001,4753,24,656,38,161,62,47,37,8,9,7,3,0,7,2
51,3,0,1,1,36230.0,59,4510,17,14,2,30,8,2,3,2,0,4,1,0,5,0
42,1,1,1,2,70829.0,431,4465,87,141,70,106,72,19,23,4,2,8,2,0,3,2
46,2,1,1,1,65991.0,971,4915,21,507,19,364,25,47,9,9,5,10,3,0,7,2
50,2,1,1,3,38988.0,348,4933,90,164,24,103,12,3,42,5,1,6,7,0,8,2
56,1,0,0,0,89572.0,2059,4907,44,606,24,974,197,194,64,7,7,9,1,2,4,1
38,3,1,1,1,42207.0,265,4709,71,116,11,72,3,17,46,4,1,5,4,1,6,2
70,2,1,1,1,50300.0,270,4290,52,143,15,60,24,23,5,2,1,8,2,0,2,0
40,1,1,0,0,66664.0,1289,4897,78,398,96,447,220,96,32,5,7,6,1,0,3,1
58,2,1,1,1,60597.0,893,4434,2,522,0,257,32,16,66,2,2,8,4,1,7,2
73,2,0,0,0,70165.0,926,4535,60,161,0,253,199,191,122,3,7,11,1,0,1,1
64,4,0,1,1,50520.0,135,4407,25,112,0,6,2,1,14,3,1,3,2,0,6,0
59,2,1,0,0,80124.0,1495,4258,47,483,84,398,205,84,241,3,7,8,1,1,1,1
47,2,1,1,1,33183.0,120,4380,46,7,5,39,17,15,37,4,0,3,2,0,7,0
53,4,0,0,0,66582.0,1288,4373,83,789,25,420,16,38,0,2,8,9,1,0,1,1
67,4,1,0,0,75261.0,1743,4687,17,1239,17,413,23,34,17,5,6,5,1,2,2,1
52,2,0,1,1,31880.0,15,4861,13,4,1,5,2,0,3,1,0,2,1,0,8,0
71,2,1,1,2,53790.0,542,4370,86,335,42,127,28,5,5,7,2,8,3,0,6,2
51,4,1,1,1,49269.0,890,4938,92,639,8,166,11,8,58,7,3,12,3,0,7,2
47,2,1,1,1,61456.0,1388,4714,47,563,76,384,84,192,89,6,10,13,4,0,4,2
42,2,1,1,1,37406.0,17,4517,18,2,0,8,2,2,3,1,0,2,1,0,8,0
41,4,1,1,1,56937.0,906,4949,81,746,8,125,11,8,8,8,6,9,7,1,6,2
44,2,1,1,2,38415.0,44,4798,91,22,1,13,4,0,4,1,0,3,2,0,7,0
34,2,0,1,1,20518.0,25,4297,58,4,1,6,4,1,9,1,1,2,1,0,5,0
66,2,1,1,1,62503.0,973,4751,40,478,0,193,110,75,117,8,3,11,4,0,5,2
50,4,0,1,2,41644.0,31,4306,67,20,3,4,2,0,2,1,0,3,2,0,3,0
45,3,1,1,1,55842.0,518,4292,19,451,0,39,0,4,24,7,1,8,1,0,5,2
50,4,1,1,1,62010.0,530,4869,93,371,22,39,6,0,92,6,2,7,4,0,5,2
45,2,1,1,1,41124.0,506,4861,41,281,7,84,15,0,119,7,3,4,7,0,8,2
49,3,1,1,1,38961.0,70,4436,60,19,7,19,0,1,24,2,1,2,1,0,7,0
50,3,0,1,1,37760.0,54,4577,54,26,3,13,2,10,0,2,0,3,1,0,6,0
48,2,0,1,1,32233.0,296,4934,26,138,15,35,25,11,72,6,2,2,2,1,9,0
47,2,1,1,1,43057.0,266,4497,30,213,2,44,0,2,5,4,2,5,4,0,5,0
62,3,1,0,0,83151.0,747,4882,93,407,28,100,120,74,18,5,9,4,1,0,3,1
58,4,0,0,0,78825.0,895,4908,35,483,74,114,169,37,18,5,10,13,1,0,3,1
46,3,1,1,1,65104.0,1053,4482,4,738,0,232,13,20,50,3,5,7,2,0,7,2
48,2,1,1,1,60093.0,735,4623,92,502,12,109,16,6,90,7,2,10,2,0,6,2
53,2,1,1,1,14045.0,20,4409,24,11,0,5,2,1,1,1,0,3,1,0,7,0
70,1,0,0,0,28457.0,205,4864,96,24,1,108,29,29,14,4,1,4,1,0,8,0
64,4,1,1,1,78952.0,2092,4898,11,1170,19,594,99,76,134,2,5,12,2,0,6,2
46,2,0,1,1,46310.0,309,4828,99,185,2,88,15,5,14,6,1,5,2,0,8,2
67,2,1,0,0,76005.0,1722,4747,72,983,20,389,240,50,40,3,5,13,1,1,6,1
58,3,0,1,1,58308.0,900,4788,77,691,0,69,10,0,130,2,6,3,4,0,8,2
78,4,0,0,0,55614.0,682,4469,85,504,13,131,8,0,26,9,4,6,1,1,7,1
60,3,0,1,1,59432.0,663,4697,88,317,25,265,25,19,12,5,3,11,3,0,5,2
44,2,0,1,1,55563.0,43,4340,22,29,1,9,2,0,2,2,0,3,1,0,3,0
51,4,1,1,1,78642.0,1816,4689,83,1396,0,322,46,35,17,4,9,4,1,0,6,2
73,4,1,1,1,67911.0,976,4293,63,529,0,356,63,28,0,6,7,11,3,0,3,2
78,2,1,0,0,65275.0,746,4707,9,388,14,218,91,14,21,4,3,13,1,0,2,1
72,2,1,1,2,27203.0,64,4947,92,13,2,21,4,0,24,1,1,2,2,0,8,0
61,3,1,1,1,48330.0,32,4481,2,28,0,4,0,0,0,1,0,3,1,0,5,0
32,0,1,0,0,24279.0,263,4802,6,16,36,21,20,62,108,4,1,3,1,0,8,0
37,4,1,1,1,64355.0,1445,4929,66,1047,0,140,67,38,153,4,3,12,2,0,8,2
66,3,1,1,1,50943.0,46,4628,49,31,0,7,2,0,6,1,0,3,1,0,5,0
69,2,0,0,0,53653.0,1210,4854,29,815,10,239,28,10,108,10,4,12,2,0,6,1
46,2,1,1,1,65665.0,945,4464,77,225,162,387,106,36,29,5,10,8,1,0,3,1
33,2,0,0,0,81217.0,1157,4600,77,493,70,324,146,40,84,3,7,11,1,0,1,1
30,2,1,0,0,34935.0,137,4628,71,34,4,66,3,10,20,2,1,4,1,0,7,0
63,2,0,1,1,61250.0,730,4815,49,382,138,65,60,26,59,5,2,12,6,0,5,2
41,4,1,1,1,39665.0,216,4655,97,127,1,56,0,1,31,4,2,3,3,1,7,2
43,2,0,1,1,60152.0,943,4713,6,325,83,300,86,58,91,6,4,12,1,0,3,2
58,2,1,1,2,48920.0,347,4507,93,238,17,68,8,10,6,6,2,5,3,1,7,2
63,3,1,0,0,89120.0,1924,4359,78,1168,92,408,72,129,55,5,6,7,1,1,1,1
76,4,1,1,1,44124.0,397,4669,62,284,0,55,0,6,52,6,2,5,4,0,8,2
47,3,0,0,0,81169.0,2089,4696,47,1288,20,613,80,61,27,5,7,9,1,0,2,1
61,2,1,1,2,36443.0,138,4766,9,65,0,46,4,3,20,3,1,3,4,0,8,0
32,2,0,1,1,26095.0,42,4619,77,11,7,9,3,1,11,1,0,3,1,0,7,0
63,2,1,0,0,71367.0,777,4565,24,227,23,389,42,21,75,4,5,7,1,0,2,1
78,3,1,0,0,80184.0,1902,4375,19,1035,134,670,25,38,0,6,3,10,1,2,3,1
57,2,0,1,2,30630.0,52,4408,67,27,1,12,2,0,10,2,0,3,2,0,7,0
35,3,0,0,0,73454.0,1651,4375,95,982,73,351,56,14,175,2,4,6,1,1,5,1
31,2,1,0,0,42691.0,358,4572,48,179,2,64,38,17,58,5,1,6,1,0,5,1
69,2,1,0,0,70503.0,1727,4892,73,1379,33,216,0,33,66,2,4,9,1,2,6,1
35,2,1,1,1,25545.0,210,4914,35,32,1,64,16,12,85,2,2,3,3,0,6,0
36,2,1,1,1,32880.0,42,4827,76,8,4,15,7,6,2,1,0,3,1,0,8,0
64,4,1,0,0,77863.0,1291,4469,20,881,38,319,16,25,12,4,5,10,1,0,2,1
45,3,1,0,0,50353.0,442,4276,72,141,15,153,67,31,35,4,4,6,1,0,3,1
58,2,0,0,0,61839.0,1895,4941,20,1000,155,379,224,17,120,4,8,4,1,0,8,1
62,4,1,1,2,49154.0,411,4493,69,206,10,67,30,27,71,4,1,8,6,0,6,2
47,1,0,1,1,47682.0,521,4754,80,162,61,83,97,57,61,4,3,8,4,0,5,2
53,2,0,1,1,72679.0,1168,4539,65,619,54,260,127,54,54,4,7,5,1,0,1,1
45,3,1,1,2,57954.0,493,4266,52,456,4,24,0,0,9,8,2,6,7,1,7,2
60,2,1,1,2,65316.0,260,4686,65,112,6,92,3,9,38,3,2,5,2,0,4,0
40,2,0,1,1,28567.0,46,4632,57,11,3,22,2,2,6,2,0,3,2,0,6,0
71,3,1,1,1,47352.0,319,4699,70,172,12,112,8,0,15,6,1,5,4,0,7,2
55,2,1,1,1,44931.0,96,4417,0,78,0,11,0,0,7,2,1,3,1,0,5,0
55,2,0,0,0,76982.0,1062,4389,19,464,151,292,65,60,30,8,3,4,1,1,4,1
70,1,1,1,1,57247.0,232,4580,50,99,4,32,37,54,6,2,1,7,2,0,2,0
41,3,0,1,1,22944.0,76,4443,67,19,3,19,4,5,26,3,0,3,3,0,7,0
45,1,1,1,1,25315.0,54,4489,46,1,9,8,11,3,22,3,0,3,3,0,8,0
53,2,0,1,1,43638.0,201,4947,37,63,10,83,7,19,19,4,1,4,2,0,7,0
38,4,0,1,1,42710.0,406,4833,38,252,3,42,4,3,102,4,5,3,2,0,6,2
40,4,1,0,0,84169.0,1919,4581,9,1478,19,403,0,19,0,7,6,6,1,2,3,1
46,2,1,1,1,54058.0,662,4645,56,198,18,252,32,108,54,4,6,8,2,0,3,2
32,1,1,1,1,24683.0,41,4368,98,8,4,10,6,7,6,2,0,4,2,0,5,0
58,2,0,0,0,85620.0,1600,4428,68,416,46,925,60,107,46,3,6,4,1,0,1,1
42,2,1,1,1,47850.0,134,4463,72,42,7,43,20,12,10,3,0,4,1,0,6,0
54,2,1,1,2,19514.0,69,4409,47,14,3,21,2,1,28,3,1,2,4,1,8,0
49,3,1,1,2,27159.0,21,4347,33,17,0,3,0,0,1,1,0,3,2,0,6,0
59,1,0,1,2,39548.0,54,4345,87,15,4,10,3,4,18,1,1,3,2,0,3,0
33,2,0,1,1,21474.0,91,4337,0,6,16,24,11,0,34,3,1,2,2,1,7,0
51,4,0,1,1,60504.0,526,4397,73,458,0,24,6,4,34,6,2,8,2,0,6,2
59,2,1,0,0,22419.0,162,4692,74,30,3,47,19,21,42,3,2,2,1,0,8,0
73,3,1,0,0,81698.0,1008,4490,4,179,28,520,111,123,47,3,8,13,1,0,1,1
70,2,1,1,2,43462.0,240,4910,50,90,17,97,15,6,15,4,1,5,6,0,8,2
44,4,0,1,1,54880.0,795,4740,57,308,85,137,102,45,118,6,2,11,2,0,5,2
40,2,1,0,0,79908.0,1772,4705,30,557,129,761,29,185,111,5,6,7,1,1,2,1
52,1,1,0,0,15315.0,64,4585,27,7,4,13,15,8,17,2,0,4,2,0,5,0
63,2,1,1,1,87771.0,1957,4658,61,1492,38,287,50,57,33,5,10,4,1,4,6,1
44,2,1,1,1,33039.0,78,4548,4,30,8,12,8,8,12,2,0,4,1,0,5,0
42,2,0,0,0,81741.0,1572,4633,75,249,153,940,58,134,38,6,6,7,0,0,2,1
51,3,1,1,1,71499.0,795,4624,12,465,25,132,136,0,37,8,3,13,2,0,4,2
52,1,1,1,1,62466.0,889,4420,13,129,129,259,168,121,83,6,3,12,5,0,4,2
59,4,0,1,1,48799.0,331,4491,9,174,18,81,28,6,24,3,2,7,3,0,3,2
72,4,1,1,1,52157.0,265,4277,48,189,2,29,3,2,40,3,2,5,2,0,4,0
60,2,0,1,1,66565.0,1065,4826,80,747,10,161,65,40,42,4,2,9,4,0,8,2
71,3,1,1,2,29298.0,11,4550,60,6,0,2,2,0,1,1,0,2,1,0,5,0
43,2,0,1,1,47691.0,21,4614,43,14,0,3,0,0,4,1,0,2,1,0,6,0
52,2,1,1,2,38200.0,17,4824,19,12,0,4,0,0,1,1,0,2,1,0,7,0
48,2,1,1,1,44989.0,369,4910,26,98,0,106,49,10,106,5,1,5,5,0,6,2
54,4,1,1,2,38443.0,38,4408,58,32,0,5,0,0,1,1,0,3,2,0,7,0
